accession	version	species	fna	seqs	size
GCA_002849775.1_ASM284977	v1	glaesserella_sp	glaesserella_sp/GCA_002849775.1_ASM284977v1/GCA_002849775.1_ASM284977v1_genomic.fna	       4	2399550
GCA_000484535.1_ASM48453	v1	gloeobacter_kilaueensis	gloeobacter_kilaueensis/GCA_000484535.1_ASM48453v1/GCA_000484535.1_ASM48453v1_genomic.fna	       1	4724791
GCA_000011385.1_ASM1138	v1	gloeobacter_violaceus	gloeobacter_violaceus/GCA_000011385.1_ASM1138v1/GCA_000011385.1_ASM1138v1_genomic.fna	       1	4659019
GCA_000317555.1_ASM31755	v1	gloeocapsa_sp	gloeocapsa_sp/GCA_000317555.1_ASM31755v1/GCA_000317555.1_ASM31755v1_genomic.fna	       5	5882710
GCA_000021825.1_ASM2182	v1	gloeothece_citriformis	gloeothece_citriformis/GCA_000021825.1_ASM2182v1/GCA_000021825.1_ASM2182v1_genomic.fna	       7	6554169
GCA_000147335.1_ASM14733	v1	gloeothece_verrucosa	gloeothece_verrucosa/GCA_000147335.1_ASM14733v1/GCA_000147335.1_ASM14733v1_genomic.fna	       7	7841948
GCA_000021325.1_ASM2132	v1	gluconacetobacter_diazotrophicus	gluconacetobacter_diazotrophicus/GCA_000021325.1_ASM2132v1/GCA_000021325.1_ASM2132v1_genomic.fna	       2	3914947
GCA_000067045.1_ASM6704	v1	gluconacetobacter_diazotrophicus	gluconacetobacter_diazotrophicus/GCA_000067045.1_ASM6704v1/GCA_000067045.1_ASM6704v1_genomic.fna	       3	3999591
GCA_002005485.1_ASM200548	v1	gluconobacter_albidus	gluconobacter_albidus/GCA_002005485.1_ASM200548v1/GCA_002005485.1_ASM200548v1_genomic.fna	       2	3369297
GCA_008118345.1_ASM811834	v1	gluconobacter_thailandicus	gluconobacter_thailandicus/GCA_008118345.1_ASM811834v1/GCA_008118345.1_ASM811834v1_genomic.fna	       3	3649313
GCA_000197735.1_ASM19773	v1	glutamicibacter_arilaitensis	glutamicibacter_arilaitensis/GCA_000197735.1_ASM19773v1/GCA_000197735.1_ASM19773v1_genomic.fna	       3	3918192
GCA_006094275.1_ASM609427	v1	glutamicibacter_creatinolyticus	glutamicibacter_creatinolyticus/GCA_006094275.1_ASM609427v1/GCA_006094275.1_ASM609427v1_genomic.fna	       1	3309128
GCA_001302565.1_ASM130256	v1	glutamicibacter_halophytocola	glutamicibacter_halophytocola/GCA_001302565.1_ASM130256v1/GCA_001302565.1_ASM130256v1_genomic.fna	       2	3918424
GCA_007855275.1_ASM785527	v1	glutamicibacter_halophytocola	glutamicibacter_halophytocola/GCA_007855275.1_ASM785527v1/GCA_007855275.1_ASM785527v1_genomic.fna	       1	3770186
GCA_003687415.1_ASM368741	v1	glutamicibacter_nicotianae	glutamicibacter_nicotianae/GCA_003687415.1_ASM368741v1/GCA_003687415.1_ASM368741v1_genomic.fna	       3	3797724
GCA_008370855.1_ASM837085	v1	glutamicibacter_sp	glutamicibacter_sp/GCA_008370855.1_ASM837085v1/GCA_008370855.1_ASM837085v1_genomic.fna	       2	3673306
GCA_004000605.1_ASM400060	v1	glycocaulis_alkaliphilus	glycocaulis_alkaliphilus/GCA_004000605.1_ASM400060v1/GCA_004000605.1_ASM400060v1_genomic.fna	       1	3019659
GCA_004011905.1_ASM401190	v1	gordonia_alkanivorans	gordonia_alkanivorans/GCA_004011905.1_ASM401190v1/GCA_004011905.1_ASM401190v1_genomic.fna	       2	4979656
GCA_003855095.1_ASM385509	v1	gordonia_insulae	gordonia_insulae/GCA_003855095.1_ASM385509v1/GCA_003855095.1_ASM385509v1_genomic.fna	       1	5962176
GCA_002993285.1_ASM299328	v1	gordonia_iterans	gordonia_iterans/GCA_002993285.1_ASM299328v1/GCA_002993285.1_ASM299328v1_genomic.fna	       1	4006485
GCA_001305675.1_ASM130567	v1	gordonia_phthalatica	gordonia_phthalatica/GCA_001305675.1_ASM130567v1/GCA_001305675.1_ASM130567v1_genomic.fna	       1	4428727
GCA_000247715.1_ASM24771	v1	gordonia_polyisoprenivorans	gordonia_polyisoprenivorans/GCA_000247715.1_ASM24771v1/GCA_000247715.1_ASM24771v1_genomic.fna	       2	5844299
GCA_003568625.1_ASM356862	v1	gordonia_rubripertincta	gordonia_rubripertincta/GCA_003568625.1_ASM356862v1/GCA_003568625.1_ASM356862v1_genomic.fna	       2	5332073
GCA_000143885.2_ASM14388	v2	gordonia_sp	gordonia_sp/GCA_000143885.2_ASM14388v2/GCA_000143885.2_ASM14388v2_genomic.fna	       4	5885710
GCA_002848445.1_ASM284844	v1	gordonia_sp	gordonia_sp/GCA_002848445.1_ASM284844v1/GCA_002848445.1_ASM284844v1_genomic.fna	       2	4193324
GCA_007559005.1_ASM755900	v1	gordonia_sp	gordonia_sp/GCA_007559005.1_ASM755900v1/GCA_007559005.1_ASM755900v1_genomic.fna	       1	3233079
GCA_009720185.1_ASM972018	v1	gordonia_sp	gordonia_sp/GCA_009720185.1_ASM972018v1/GCA_009720185.1_ASM972018v1_genomic.fna	       2	5204790
GCA_009856645.1_ASM985664	v1	gordonia_sp	gordonia_sp/GCA_009856645.1_ASM985664v1/GCA_009856645.1_ASM985664v1_genomic.fna	       2	5338743
GCA_009650095.1_ASM965009	v1	gracilibacillus_sp	gracilibacillus_sp/GCA_009650095.1_ASM965009v1/GCA_009650095.1_ASM965009v1_genomic.fna	       1	5088110
GCA_001951155.1_ASM195115	v1	gramella_flava	gramella_flava/GCA_001951155.1_ASM195115v1/GCA_001951155.1_ASM195115v1_genomic.fna	       1	4007868
GCA_000060345.1_ASM6034	v1	gramella_forsetii	gramella_forsetii/GCA_000060345.1_ASM6034v1/GCA_000060345.1_ASM6034v1_genomic.fna	       1	3798465
GCA_003024155.1_ASM302415	v1	gramella_fulva	gramella_fulva/GCA_003024155.1_ASM302415v1/GCA_003024155.1_ASM302415v1_genomic.fna	       1	4380140
GCA_001889005.1_ASM188900	v1	gramella_salexigens	gramella_salexigens/GCA_001889005.1_ASM188900v1/GCA_001889005.1_ASM188900v1_genomic.fna	       1	2978889
GCA_000014285.2_ASM1428	v2	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_000014285.2_ASM1428v2/GCA_000014285.2_ASM1428v2_genomic.fna	       1	2708434
GCA_000576085.2_ASM57608	v2	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_000576085.2_ASM57608v2/GCA_000576085.2_ASM57608v2_genomic.fna	       1	2721810
GCA_000576145.2_ASM57614	v2	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_000576145.2_ASM57614v2/GCA_000576145.2_ASM57614v2_genomic.fna	       1	2729888
GCA_000576185.2_ASM57618	v2	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_000576185.2_ASM57618v2/GCA_000576185.2_ASM57618v2_genomic.fna	       1	2742670
GCA_001889445.1_ASM188944	v1	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_001889445.1_ASM188944v1/GCA_001889445.1_ASM188944v1_genomic.fna	       1	2708311
GCA_001889465.1_ASM188946	v1	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_001889465.1_ASM188946v1/GCA_001889465.1_ASM188946v1_genomic.fna	       1	2708447
GCA_001889485.1_ASM188948	v1	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_001889485.1_ASM188948v1/GCA_001889485.1_ASM188948v1_genomic.fna	       1	2709750
GCA_001889505.1_ASM188950	v1	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_001889505.1_ASM188950v1/GCA_001889505.1_ASM188950v1_genomic.fna	       1	2738876
GCA_001889525.1_ASM188952	v1	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_001889525.1_ASM188952v1/GCA_001889525.1_ASM188952v1_genomic.fna	       1	2690741
GCA_001889545.1_ASM188954	v1	granulibacter_bethesdensis	granulibacter_bethesdensis/GCA_001889545.1_ASM188954v1/GCA_001889545.1_ASM188954v1_genomic.fna	       1	2738877
GCA_000178955.2_ASM17895	v2	granulicella_mallensis	granulicella_mallensis/GCA_000178955.2_ASM17895v2/GCA_000178955.2_ASM17895v2_genomic.fna	       1	6237577
GCA_009914315.1_ASM991431	v1	granulicella_sp	granulicella_sp/GCA_009914315.1_ASM991431v1/GCA_009914315.1_ASM991431v1_genomic.fna	       1	4673153
GCA_000178975.2_ASM17897	v2	granulicella_tundricola	granulicella_tundricola/GCA_000178975.2_ASM17897v2/GCA_000178975.2_ASM17897v2_genomic.fna	       6	5503984
GCA_002215215.1_ASM221521	v1	granulosicoccus_antarcticus	granulosicoccus_antarcticus/GCA_002215215.1_ASM221521v1/GCA_002215215.1_ASM221521v1_genomic.fna	       1	7783862
GCA_001558255.2_ASM155825	v2	grimontia_hollisae	grimontia_hollisae/GCA_001558255.2_ASM155825v2/GCA_001558255.2_ASM155825v2_genomic.fna	       2	3998439
GCA_009665295.1_ASM966529	v1	grimontia_hollisae	grimontia_hollisae/GCA_009665295.1_ASM966529v1/GCA_009665295.1_ASM966529v1_genomic.fna	       2	4130266
GCA_009763585.1_ASM976358	v1	grimontia_hollisae	grimontia_hollisae/GCA_009763585.1_ASM976358v1/GCA_009763585.1_ASM976358v1_genomic.fna	       2	4133768
GCA_009764155.1_ASM976415	v1	grimontia_hollisae	grimontia_hollisae/GCA_009764155.1_ASM976415v1/GCA_009764155.1_ASM976415v1_genomic.fna	       2	4164422
GCA_003627055.1_ASM362705	v1	gryllotalpicola_sp	gryllotalpicola_sp/GCA_003627055.1_ASM362705v1/GCA_003627055.1_ASM362705v1_genomic.fna	       2	3677803
GCA_004101785.1_ASM410178	v1	gudongella_oleilytica	gudongella_oleilytica/GCA_004101785.1_ASM410178v1/GCA_004101785.1_ASM410178v1_genomic.fna	       1	2356157
GCA_009734265.1_ASM973426	v1	guyparkeria_halophila	guyparkeria_halophila/GCA_009734265.1_ASM973426v1/GCA_009734265.1_ASM973426v1_genomic.fna	       1	2594469
GCA_000940805.1_ASM94080	v1	gynuella_sunshinyii	gynuella_sunshinyii/GCA_000940805.1_ASM94080v1/GCA_000940805.1_ASM94080v1_genomic.fna	       1	6475959
GCA_004328555.1_ASM432855	v1	haematobacter_massiliensis	haematobacter_massiliensis/GCA_004328555.1_ASM432855v1/GCA_004328555.1_ASM432855v1_genomic.fna	      10	4232912
GCA_001611975.1_ASM161197	v1	haematospirillum_jordaniae	haematospirillum_jordaniae/GCA_001611975.1_ASM161197v1/GCA_001611975.1_ASM161197v1_genomic.fna	       3	2467625
GCA_000007945.1_ASM794	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_000007945.1_ASM794v1/GCA_000007945.1_ASM794v1_genomic.fna	       1	1698955
GCA_001647655.1_ASM164765	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647655.1_ASM164765v1/GCA_001647655.1_ASM164765v1_genomic.fna	       1	1667451
GCA_001647695.1_ASM164769	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647695.1_ASM164769v1/GCA_001647695.1_ASM164769v1_genomic.fna	       1	1589620
GCA_001647735.1_ASM164773	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647735.1_ASM164773v1/GCA_001647735.1_ASM164773v1_genomic.fna	       1	1667096
GCA_001647765.1_ASM164776	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647765.1_ASM164776v1/GCA_001647765.1_ASM164776v1_genomic.fna	       1	1673048
GCA_001647795.1_ASM164779	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647795.1_ASM164779v1/GCA_001647795.1_ASM164779v1_genomic.fna	       1	1667484
GCA_001647815.1_ASM164781	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647815.1_ASM164781v1/GCA_001647815.1_ASM164781v1_genomic.fna	       1	1622156
GCA_001647835.1_ASM164783	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647835.1_ASM164783v1/GCA_001647835.1_ASM164783v1_genomic.fna	       1	1634243
GCA_001647855.1_ASM164785	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647855.1_ASM164785v1/GCA_001647855.1_ASM164785v1_genomic.fna	       1	1738543
GCA_001647875.1_ASM164787	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647875.1_ASM164787v1/GCA_001647875.1_ASM164787v1_genomic.fna	       1	1738559
GCA_001647895.1_ASM164789	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647895.1_ASM164789v1/GCA_001647895.1_ASM164789v1_genomic.fna	       1	1769925
GCA_001647915.1_ASM164791	v1	haemophilus_ducreyi	haemophilus_ducreyi/GCA_001647915.1_ASM164791v1/GCA_001647915.1_ASM164791v1_genomic.fna	       1	1775503
GCA_002208665.2_ASM220866	v2	haemophilus_ducreyi	haemophilus_ducreyi/GCA_002208665.2_ASM220866v2/GCA_002208665.2_ASM220866v2_genomic.fna	       1	1701311
GCA_003351405.1_ASM335140	v1	haemophilus_haemolyticus	haemophilus_haemolyticus/GCA_003351405.1_ASM335140v1/GCA_003351405.1_ASM335140v1_genomic.fna	       1	1916320
GCA_003351625.1_ASM335162	v1	haemophilus_haemolyticus	haemophilus_haemolyticus/GCA_003351625.1_ASM335162v1/GCA_003351625.1_ASM335162v1_genomic.fna	       1	1822569
GCA_003352385.1_ASM335238	v1	haemophilus_haemolyticus	haemophilus_haemolyticus/GCA_003352385.1_ASM335238v1/GCA_003352385.1_ASM335238v1_genomic.fna	       1	1973061
GCA_000012185.1_ASM1218	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000012185.1_ASM1218v1/GCA_000012185.1_ASM1218v1_genomic.fna	       1	1914490
GCA_000016465.1_ASM1646	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000016465.1_ASM1646v1/GCA_000016465.1_ASM1646v1_genomic.fna	       1	1813033
GCA_000016485.1_ASM1648	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000016485.1_ASM1648v1/GCA_000016485.1_ASM1648v1_genomic.fna	       1	1887192
GCA_000027305.1_ASM2730	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000027305.1_ASM2730v1/GCA_000027305.1_ASM2730v1_genomic.fna	       1	1830138
GCA_000165525.1_ASM16552	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000165525.1_ASM16552v1/GCA_000165525.1_ASM16552v1_genomic.fna	       1	1932306
GCA_000165575.1_ASM16557	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000165575.1_ASM16557v1/GCA_000165575.1_ASM16557v1_genomic.fna	       1	1819370
GCA_000197875.1_ASM19787	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000197875.1_ASM19787v1/GCA_000197875.1_ASM19787v1_genomic.fna	       1	1985832
GCA_000200475.1_ASM20047	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000200475.1_ASM20047v1/GCA_000200475.1_ASM20047v1_genomic.fna	       1	2007018
GCA_000210875.1_ASM21087	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000210875.1_ASM21087v1/GCA_000210875.1_ASM21087v1_genomic.fna	       1	1981535
GCA_000465255.1_ASM46525	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000465255.1_ASM46525v1/GCA_000465255.1_ASM46525v1_genomic.fna	       1	1856176
GCA_000698365.1_ASM69836	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000698365.1_ASM69836v1/GCA_000698365.1_ASM69836v1_genomic.fna	       1	1811802
GCA_000767075.1_ASM76707	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000767075.1_ASM76707v1/GCA_000767075.1_ASM76707v1_genomic.fna	       1	1850897
GCA_000931575.1_ASM93157	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000931575.1_ASM93157v1/GCA_000931575.1_ASM93157v1_genomic.fna	       1	1846259
GCA_000931605.1_ASM93160	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000931605.1_ASM93160v1/GCA_000931605.1_ASM93160v1_genomic.fna	       1	1846503
GCA_000931625.1_ASM93162	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000931625.1_ASM93162v1/GCA_000931625.1_ASM93162v1_genomic.fna	       1	1887620
GCA_000968335.1_ASM96833	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_000968335.1_ASM96833v1/GCA_000968335.1_ASM96833v1_genomic.fna	       1	1969659
GCA_001856725.1_ASM185672	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_001856725.1_ASM185672v1/GCA_001856725.1_ASM185672v1_genomic.fna	       1	1829217
GCA_002073475.2_ASM207347	v2	haemophilus_influenzae	haemophilus_influenzae/GCA_002073475.2_ASM207347v2/GCA_002073475.2_ASM207347v2_genomic.fna	       1	1830681
GCA_002966575.1_ASM296657	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966575.1_ASM296657v1/GCA_002966575.1_ASM296657v1_genomic.fna	       1	1857175
GCA_002966595.1_ASM296659	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966595.1_ASM296659v1/GCA_002966595.1_ASM296659v1_genomic.fna	       1	1857048
GCA_002966615.1_ASM296661	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966615.1_ASM296661v1/GCA_002966615.1_ASM296661v1_genomic.fna	       1	1886450
GCA_002966635.1_ASM296663	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966635.1_ASM296663v1/GCA_002966635.1_ASM296663v1_genomic.fna	       1	1886411
GCA_002966655.1_ASM296665	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966655.1_ASM296665v1/GCA_002966655.1_ASM296665v1_genomic.fna	       1	1823096
GCA_002966675.1_ASM296667	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966675.1_ASM296667v1/GCA_002966675.1_ASM296667v1_genomic.fna	       1	1823172
GCA_002966695.1_ASM296669	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966695.1_ASM296669v1/GCA_002966695.1_ASM296669v1_genomic.fna	       1	1901558
GCA_002966715.1_ASM296671	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966715.1_ASM296671v1/GCA_002966715.1_ASM296671v1_genomic.fna	       1	1901533
GCA_002966735.1_ASM296673	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_002966735.1_ASM296673v1/GCA_002966735.1_ASM296673v1_genomic.fna	       1	1813865
GCA_003351425.1_ASM335142	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003351425.1_ASM335142v1/GCA_003351425.1_ASM335142v1_genomic.fna	       1	1817261
GCA_003351445.1_ASM335144	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003351445.1_ASM335144v1/GCA_003351445.1_ASM335144v1_genomic.fna	       1	1860196
GCA_003351465.1_ASM335146	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003351465.1_ASM335146v1/GCA_003351465.1_ASM335146v1_genomic.fna	       1	1816295
GCA_003351585.1_ASM335158	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003351585.1_ASM335158v1/GCA_003351585.1_ASM335158v1_genomic.fna	       1	1848871
GCA_003351605.1_ASM335160	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003351605.1_ASM335160v1/GCA_003351605.1_ASM335160v1_genomic.fna	       1	1804746
GCA_003352345.1_ASM335234	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003352345.1_ASM335234v1/GCA_003352345.1_ASM335234v1_genomic.fna	       1	1914782
GCA_003352365.1_ASM335236	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003352365.1_ASM335236v1/GCA_003352365.1_ASM335236v1_genomic.fna	       1	1887933
GCA_003352405.1_ASM335240	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003352405.1_ASM335240v1/GCA_003352405.1_ASM335240v1_genomic.fna	       1	1919901
GCA_003425445.1_ASM342544	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425445.1_ASM342544v1/GCA_003425445.1_ASM342544v1_genomic.fna	       1	1838740
GCA_003425465.1_ASM342546	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425465.1_ASM342546v1/GCA_003425465.1_ASM342546v1_genomic.fna	       1	1833710
GCA_003425485.1_ASM342548	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425485.1_ASM342548v1/GCA_003425485.1_ASM342548v1_genomic.fna	       1	1811303
GCA_003425505.1_ASM342550	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425505.1_ASM342550v1/GCA_003425505.1_ASM342550v1_genomic.fna	       1	2013003
GCA_003425525.1_ASM342552	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425525.1_ASM342552v1/GCA_003425525.1_ASM342552v1_genomic.fna	       1	1897311
GCA_003425565.1_ASM342556	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425565.1_ASM342556v1/GCA_003425565.1_ASM342556v1_genomic.fna	       1	1858634
GCA_003425585.1_ASM342558	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425585.1_ASM342558v1/GCA_003425585.1_ASM342558v1_genomic.fna	       1	1840498
GCA_003425605.1_ASM342560	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425605.1_ASM342560v1/GCA_003425605.1_ASM342560v1_genomic.fna	       1	1858630
GCA_003425625.1_ASM342562	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425625.1_ASM342562v1/GCA_003425625.1_ASM342562v1_genomic.fna	       1	1833305
GCA_003425645.1_ASM342564	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425645.1_ASM342564v1/GCA_003425645.1_ASM342564v1_genomic.fna	       1	1908143
GCA_003425715.1_ASM342571	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425715.1_ASM342571v1/GCA_003425715.1_ASM342571v1_genomic.fna	       1	1848210
GCA_003425765.1_ASM342576	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425765.1_ASM342576v1/GCA_003425765.1_ASM342576v1_genomic.fna	       1	1833864
GCA_003425815.1_ASM342581	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425815.1_ASM342581v1/GCA_003425815.1_ASM342581v1_genomic.fna	       1	1840062
GCA_003425935.1_ASM342593	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425935.1_ASM342593v1/GCA_003425935.1_ASM342593v1_genomic.fna	       1	1849483
GCA_003425955.1_ASM342595	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_003425955.1_ASM342595v1/GCA_003425955.1_ASM342595v1_genomic.fna	       1	1904311
GCA_008586745.1_ASM858674	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_008586745.1_ASM858674v1/GCA_008586745.1_ASM858674v1_genomic.fna	       1	1985844
GCA_008586765.1_ASM858676	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_008586765.1_ASM858676v1/GCA_008586765.1_ASM858676v1_genomic.fna	       1	2000194
GCA_008586785.1_ASM858678	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_008586785.1_ASM858678v1/GCA_008586785.1_ASM858678v1_genomic.fna	       1	1877864
GCA_008586805.1_ASM858680	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_008586805.1_ASM858680v1/GCA_008586805.1_ASM858680v1_genomic.fna	       1	1987687
GCA_008586825.1_ASM858682	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_008586825.1_ASM858682v1/GCA_008586825.1_ASM858682v1_genomic.fna	       1	1984979
GCA_008831525.1_ASM883152	v1	haemophilus_influenzae	haemophilus_influenzae/GCA_008831525.1_ASM883152v1/GCA_008831525.1_ASM883152v1_genomic.fna	       1	1887343
GCA_008330025.1_ASM833002	v1	haemophilus_parahaemolyticus	haemophilus_parahaemolyticus/GCA_008330025.1_ASM833002v1/GCA_008330025.1_ASM833002v1_genomic.fna	       2	2091866
GCA_000210895.1_ASM21089	v1	haemophilus_parainfluenzae	haemophilus_parainfluenzae/GCA_000210895.1_ASM21089v1/GCA_000210895.1_ASM21089v1_genomic.fna	       1	2086875
GCA_003390455.1_ASM339045	v1	haemophilus_parainfluenzae	haemophilus_parainfluenzae/GCA_003390455.1_ASM339045v1/GCA_003390455.1_ASM339045v1_genomic.fna	       1	2148960
GCA_004104465.2_ASM410446	v2	haemophilus_parainfluenzae	haemophilus_parainfluenzae/GCA_004104465.2_ASM410446v2/GCA_004104465.2_ASM410446v2_genomic.fna	       1	2067650
GCA_002998595.1_ASM299859	v1	haemophilus_sp	haemophilus_sp/GCA_002998595.1_ASM299859v1/GCA_002998595.1_ASM299859v1_genomic.fna	       1	1805716
GCA_001559255.2_ASM155925	v2	hafnia_paralvei	hafnia_paralvei/GCA_001559255.2_ASM155925v2/GCA_001559255.2_ASM155925v2_genomic.fna	       1	4513714
GCA_002355555.1_ASM235555	v1	hafnia_sp	hafnia_sp/GCA_002355555.1_ASM235555v1/GCA_002355555.1_ASM235555v1_genomic.fna	       1	4585298
GCA_000012985.1_ASM1298	v1	hahella_chejuensis	hahella_chejuensis/GCA_000012985.1_ASM1298v1/GCA_000012985.1_ASM1298v1_genomic.fna	       1	7215267
GCA_004014695.1_ASM401469	v1	hahella_sp	hahella_sp/GCA_004014695.1_ASM401469v1/GCA_004014695.1_ASM401469v1_genomic.fna	       1	6937416
GCA_004135205.1_ASM413520	v1	hahella_sp	hahella_sp/GCA_004135205.1_ASM413520v1/GCA_004135205.1_ASM413520v1_genomic.fna	       1	6960771
GCA_000166415.1_ASM16641	v1	halanaerobium_hydrogeniformans	halanaerobium_hydrogeniformans/GCA_000166415.1_ASM16641v1/GCA_000166415.1_ASM16641v1_genomic.fna	       1	2613117
GCA_003346815.1_ASM334681	v1	halarcobacter_bivalviorum	halarcobacter_bivalviorum/GCA_003346815.1_ASM334681v1/GCA_003346815.1_ASM334681v1_genomic.fna	       1	2684688
GCA_000024805.1_ASM2480	v1	haliangium_ochraceum	haliangium_ochraceum/GCA_000024805.1_ASM2480v1/GCA_000024805.1_ASM2480v1_genomic.fna	       1	9446314
GCA_009910365.1_ASM991036	v1	halieaceae_bacterium	halieaceae_bacterium/GCA_009910365.1_ASM991036v1/GCA_009910365.1_ASM991036v1_genomic.fna	       1	3095392
GCA_001983995.1_ASM198399	v1	halioglobus_japonicus	halioglobus_japonicus/GCA_001983995.1_ASM198399v1/GCA_001983995.1_ASM198399v1_genomic.fna	       4	4116357
GCA_009388985.1_ASM938898	v1	halioglobus_maricola	halioglobus_maricola/GCA_009388985.1_ASM938898v1/GCA_009388985.1_ASM938898v1_genomic.fna	       1	4306437
GCA_001953075.1_ASM195307	v1	halioglobus_pacificus	halioglobus_pacificus/GCA_001953075.1_ASM195307v1/GCA_001953075.1_ASM195307v1_genomic.fna	       2	5003575
GCA_009708215.1_ASM970821	v1	haloactinobacterium_sp	haloactinobacterium_sp/GCA_009708215.1_ASM970821v1/GCA_009708215.1_ASM970821v1_genomic.fna	       1	5648255
GCA_004101865.1_ASM410186	v1	halobacillus_litoralis	halobacillus_litoralis/GCA_004101865.1_ASM410186v1/GCA_004101865.1_ASM410186v1_genomic.fna	       2	4280777
GCA_002097535.1_ASM209753	v1	halobacillus_mangrovi	halobacillus_mangrovi/GCA_002097535.1_ASM209753v1/GCA_002097535.1_ASM209753v1_genomic.fna	       1	4142697
GCA_000210915.2_ASM21091	v2	halobacteriovorax_marinus	halobacteriovorax_marinus/GCA_000210915.2_ASM21091v2/GCA_000210915.2_ASM21091v2_genomic.fna	       2	3437906
GCA_002442875.1_ASM244287	v1	halobacteriovorax_marinus	halobacteriovorax_marinus/GCA_002442875.1_ASM244287v1/GCA_002442875.1_ASM244287v1_genomic.fna	       1	3393238
GCA_003612895.1_ASM361289	v1	halobacteriovorax_sp	halobacteriovorax_sp/GCA_003612895.1_ASM361289v1/GCA_003612895.1_ASM361289v1_genomic.fna	       1	3153210
